"dataset_type","plot_type","base_file","version","target_orig","target_plotIndex","display_order","svg_file"
"Turk5","boxplot","turk5_3_15_15_10_14","Talk",14,2,"3,14,12,4,2,16,15,11,8,6,5,17,9,13,20,10,7,1,18,19","T5_boxplot_turk5_3_15_15_10_14_Talk.svg"
"Turk5","boxplot","turk5_3_15_15_10_14","Text",14,7,"9,17,5,3,18,12,14,19,10,15,20,1,2,7,6,16,8,4,13,11","T5_boxplot_turk5_3_15_15_10_14_Text.svg"
"Turk5","boxplot","turk5_3_15_15_12_11","Highlight",11,8,"8,19,13,20,12,1,3,11,16,18,15,6,5,4,14,17,10,7,2,9","T5_boxplot_turk5_3_15_15_12_11_Highlight.svg"
"Turk5","boxplot","turk5_3_15_15_12_11","Talk",11,17,"17,16,3,2,13,9,20,5,19,10,14,6,1,18,12,8,11,15,7,4","T5_boxplot_turk5_3_15_15_12_11_Talk.svg"
"Turk5","boxplot","turk5_3_15_15_12_11","Text",11,16,"10,16,14,17,8,7,12,4,2,19,5,9,3,20,6,11,13,15,1,18","T5_boxplot_turk5_3_15_15_12_11_Text.svg"
"Turk5","boxplot","turk5_3_15_5_10_20","Highlight",20,19,"11,2,14,17,8,19,5,7,3,12,16,15,6,1,18,9,4,10,20,13","T5_boxplot_turk5_3_15_5_10_20_Highlight.svg"
"Turk5","boxplot","turk5_3_15_5_10_20","Talk",20,16,"2,19,5,15,10,12,6,8,14,18,17,7,3,13,11,20,9,4,1,16","T5_boxplot_turk5_3_15_5_10_20_Talk.svg"
"Turk5","boxplot","turk5_3_15_5_10_20","Text",20,4,"10,12,9,20,14,11,5,18,4,3,16,2,15,1,7,17,6,19,13,8","T5_boxplot_turk5_3_15_5_10_20_Text.svg"
"Turk5","boxplot","turk5_3_15_5_12_8","Highlight",8,17,"19,17,4,10,2,13,11,12,14,9,16,18,3,15,7,20,8,5,1,6","T5_boxplot_turk5_3_15_5_12_8_Highlight.svg"
"Turk5","boxplot","turk5_3_15_5_12_8","Talk",8,14,"16,13,12,1,7,11,14,19,5,2,18,10,6,8,15,3,4,17,9,20","T5_boxplot_turk5_3_15_5_12_8_Talk.svg"
"Turk5","boxplot","turk5_3_15_5_12_8","Text",8,3,"10,18,8,2,14,11,9,12,3,7,17,5,15,1,4,13,19,16,6,20","T5_boxplot_turk5_3_15_5_12_8_Text.svg"
"Turk5","boxplot","turk5_3_45_15_10_6","Highlight",6,10,"8,12,17,11,2,9,15,16,10,6,18,13,3,20,14,5,4,19,1,7","T5_boxplot_turk5_3_45_15_10_6_Highlight.svg"
"Turk5","boxplot","turk5_3_45_15_10_6","Talk",6,9,"14,15,11,5,3,10,20,18,6,16,17,4,13,7,8,9,12,19,1,2","T5_boxplot_turk5_3_45_15_10_6_Talk.svg"
"Turk5","boxplot","turk5_3_45_15_10_6","Text",6,11,"13,8,12,20,4,5,1,17,18,9,6,14,16,7,11,2,10,3,15,19","T5_boxplot_turk5_3_45_15_10_6_Text.svg"
"Turk5","boxplot","turk5_3_45_15_12_3","Highlight",3,18,"9,10,6,15,5,13,14,7,19,12,4,20,1,11,18,2,16,3,17,8","T5_boxplot_turk5_3_45_15_12_3_Highlight.svg"
"Turk5","boxplot","turk5_3_45_15_12_3","Talk",3,3,"18,14,3,1,7,4,5,19,6,15,20,12,11,10,9,8,2,16,17,13","T5_boxplot_turk5_3_45_15_12_3_Talk.svg"
"Turk5","boxplot","turk5_3_45_15_12_3","Text",3,11,"9,18,16,12,19,1,5,11,4,20,3,14,15,2,10,8,7,13,6,17","T5_boxplot_turk5_3_45_15_12_3_Text.svg"
"Turk5","boxplot","turk5_3_45_30_10_19","Highlight",19,19,"6,8,15,13,16,1,3,7,2,14,5,9,11,12,17,10,18,20,19,4","T5_boxplot_turk5_3_45_30_10_19_Highlight.svg"
"Turk5","boxplot","turk5_3_45_30_10_19","Talk",19,1,"19,9,4,11,7,3,2,18,16,12,15,6,5,8,13,10,17,20,1,14","T5_boxplot_turk5_3_45_30_10_19_Talk.svg"
"Turk5","boxplot","turk5_3_45_30_10_19","Text",19,15,"13,6,14,11,1,3,4,15,12,2,8,10,7,16,19,5,17,20,9,18","T5_boxplot_turk5_3_45_30_10_19_Text.svg"
"Turk5","boxplot","turk5_3_45_30_12_11","Highlight",11,3,"14,5,11,12,8,16,9,10,3,17,15,6,7,4,1,13,19,2,20,18","T5_boxplot_turk5_3_45_30_12_11_Highlight.svg"
"Turk5","boxplot","turk5_3_45_30_12_11","Talk",11,10,"13,6,18,16,17,14,19,7,1,11,10,4,12,2,15,20,9,3,5,8","T5_boxplot_turk5_3_45_30_12_11_Talk.svg"
"Turk5","boxplot","turk5_3_45_30_12_11","Text",11,14,"15,3,6,12,5,18,19,8,14,2,7,20,1,11,10,9,17,13,16,4","T5_boxplot_turk5_3_45_30_12_11_Text.svg"
"Turk5","boxplot","turk5_3_45_45_10_11","Highlight",11,5,"13,17,14,20,11,15,2,9,3,8,1,5,19,6,12,18,16,7,10,4","T5_boxplot_turk5_3_45_45_10_11_Highlight.svg"
"Turk5","boxplot","turk5_3_45_45_10_11","Talk",11,8,"10,20,12,3,15,1,7,11,8,2,5,18,4,19,9,16,13,17,14,6","T5_boxplot_turk5_3_45_45_10_11_Talk.svg"
"Turk5","boxplot","turk5_3_45_45_10_11","Text",11,13,"10,18,1,15,3,19,20,6,7,13,4,8,11,2,16,12,14,17,9,5","T5_boxplot_turk5_3_45_45_10_11_Text.svg"
"Turk5","boxplot","turk5_3_45_45_12_12","Highlight",12,1,"12,20,16,2,3,9,15,5,1,17,18,13,14,6,7,4,8,10,11,19","T5_boxplot_turk5_3_45_45_12_12_Highlight.svg"
"Turk5","boxplot","turk5_3_45_45_12_12","Talk",12,18,"10,13,6,19,17,11,18,7,4,2,3,20,14,5,8,9,15,12,16,1","T5_boxplot_turk5_3_45_45_12_12_Talk.svg"
"Turk5","boxplot","turk5_3_45_45_12_12","Text",12,13,"18,1,11,7,6,14,2,19,20,10,4,15,12,9,17,16,8,3,13,5","T5_boxplot_turk5_3_45_45_12_12_Text.svg"
"Turk6","boxplot","turk6_325_6_2_3","Highlight",3,3,"19,14,3,1,11,4,16,2,10,12,9,15,18,5,7,17,8,13,6,20","T6_boxplot_turk6_325_6_2_3_Highlight.svg"
"Turk6","boxplot","turk6_325_6_2_3","Talk",3,18,"14,9,15,16,13,12,20,6,2,11,8,1,19,18,4,7,5,3,17,10","T6_boxplot_turk6_325_6_2_3_Talk.svg"
"Turk6","boxplot","turk6_325_6_2_3","Text",3,5,"5,2,8,9,3,20,10,19,12,7,16,13,11,17,4,14,1,15,6,18","T6_boxplot_turk6_325_6_2_3_Text.svg"
"Turk6","boxplot","turk6_375_6_2_5","Highlight",5,19,"9,14,8,13,15,12,10,19,17,6,3,18,7,2,1,4,20,16,5,11","T6_boxplot_turk6_375_6_2_5_Highlight.svg"
"Turk6","boxplot","turk6_375_6_2_5","Talk",5,4,"11,3,2,5,13,16,15,12,20,7,17,9,4,14,6,19,18,1,8,10","T6_boxplot_turk6_375_6_2_5_Talk.svg"
"Turk6","boxplot","turk6_375_6_2_5","Text",5,12,"19,2,3,16,14,6,20,4,9,12,18,5,10,15,13,11,7,8,17,1","T6_boxplot_turk6_375_6_2_5_Text.svg"
"Turk6","boxplot","turk6_425_6_2_7","Highlight",7,20,"11,17,5,12,2,3,8,19,18,15,9,4,10,13,20,16,14,1,6,7","T6_boxplot_turk6_425_6_2_7_Highlight.svg"
"Turk6","boxplot","turk6_425_6_2_7","Talk",7,17,"4,11,18,20,5,10,12,3,2,15,6,19,17,14,16,9,7,8,1,13","T6_boxplot_turk6_425_6_2_7_Talk.svg"
"Turk6","boxplot","turk6_425_6_2_7","Text",7,19,"16,8,17,14,12,1,9,2,20,5,11,3,10,13,19,6,15,4,7,18","T6_boxplot_turk6_425_6_2_7_Text.svg"
"Turk6","boxplot","turk6_475_6_2_17","Highlight",17,3,"1,13,17,4,2,10,20,12,15,3,16,18,6,14,7,8,11,19,9,5","T6_boxplot_turk6_475_6_2_17_Highlight.svg"
"Turk6","boxplot","turk6_475_6_2_17","Talk",17,6,"16,10,4,20,14,17,15,2,1,9,5,12,18,19,6,11,8,3,7,13","T6_boxplot_turk6_475_6_2_17_Talk.svg"
"Turk6","boxplot","turk6_475_6_2_17","Text",17,16,"20,12,8,11,5,2,7,10,1,16,14,4,19,13,9,17,6,18,15,3","T6_boxplot_turk6_475_6_2_17_Text.svg"
"Turk6","boxplot","turk6_500_6_2_15","Highlight",15,17,"17,3,18,13,10,11,5,8,7,4,20,2,9,1,12,19,15,6,14,16","T6_boxplot_turk6_500_6_2_15_Highlight.svg"
"Turk6","boxplot","turk6_500_6_2_15","Talk",15,20,"16,19,17,2,6,3,7,4,9,10,20,1,11,13,8,5,14,18,12,15","T6_boxplot_turk6_500_6_2_15_Talk.svg"
"Turk6","boxplot","turk6_500_6_2_15","Text",15,16,"10,3,16,18,20,12,19,1,8,7,13,9,17,6,14,15,4,5,11,2","T6_boxplot_turk6_500_6_2_15_Text.svg"
"Turk6","boxplot","turk6_525_6_2_14","Highlight",14,19,"8,2,10,20,4,16,17,11,7,3,1,12,5,18,19,13,9,6,14,15","T6_boxplot_turk6_525_6_2_14_Highlight.svg"
"Turk6","boxplot","turk6_525_6_2_14","Talk",14,16,"7,6,5,20,19,2,3,8,1,11,17,15,9,13,12,14,16,10,18,4","T6_boxplot_turk6_525_6_2_14_Talk.svg"
"Turk6","boxplot","turk6_525_6_2_14","Text",14,13,"18,4,2,11,1,12,8,6,17,7,15,3,14,13,9,16,5,19,20,10","T6_boxplot_turk6_525_6_2_14_Text.svg"
"Turk6","boxplot","turk6_n350_6_2_5","Highlight",5,15,"20,6,18,1,19,2,9,8,12,15,11,17,10,13,5,16,4,3,14,7","T6_boxplot_turk6_n350_6_2_5_Highlight.svg"
"Turk6","boxplot","turk6_n350_6_2_5","Talk",5,3,"13,17,5,7,16,8,12,3,14,15,6,2,9,11,10,1,20,18,4,19","T6_boxplot_turk6_n350_6_2_5_Talk.svg"
"Turk6","boxplot","turk6_n350_6_2_5","Text",5,13,"1,10,15,17,13,6,11,12,9,7,4,19,5,3,14,8,20,18,16,2","T6_boxplot_turk6_n350_6_2_5_Text.svg"
"Turk6","boxplot","turk6_n400_6_2_18","Highlight",18,1,"18,5,9,8,15,10,19,6,20,14,11,1,13,3,16,7,12,2,17,4","T6_boxplot_turk6_n400_6_2_18_Highlight.svg"
"Turk6","boxplot","turk6_n400_6_2_18","Talk",18,19,"6,13,2,5,17,7,19,4,16,3,8,14,20,12,11,10,9,15,18,1","T6_boxplot_turk6_n400_6_2_18_Talk.svg"
"Turk6","boxplot","turk6_n400_6_2_18","Text",18,16,"6,16,3,8,12,2,11,14,10,1,17,5,13,19,4,18,15,7,20,9","T6_boxplot_turk6_n400_6_2_18_Text.svg"
"Turk6","boxplot","turk6_n450_6_2_11","Highlight",11,11,"18,1,17,15,7,20,9,2,14,3,11,10,6,4,12,13,8,5,16,19","T6_boxplot_turk6_n450_6_2_11_Highlight.svg"
"Turk6","boxplot","turk6_n450_6_2_11","Talk",11,14,"9,14,20,6,19,4,7,2,16,1,13,3,10,11,18,5,17,8,12,15","T6_boxplot_turk6_n450_6_2_11_Talk.svg"
"Turk6","boxplot","turk6_n450_6_2_11","Text",11,19,"7,2,6,18,1,19,16,17,4,10,5,12,3,14,13,8,20,15,11,9","T6_boxplot_turk6_n450_6_2_11_Text.svg"
"Scatter","scatter","184b9f1a90081e0ffeedc112c6431d9c","Highlight",13,16,"18,6,9,3,8,5,20,16,12,14,1,4,2,15,10,13,7,11,19,17","SC_scatter_184b9f1a90081e0ffeedc112c6431d9c_Highlight.svg"
"Scatter","scatter","184b9f1a90081e0ffeedc112c6431d9c","Talk",13,12,"16,5,18,6,10,12,19,4,7,14,20,13,11,8,2,9,1,15,3,17","SC_scatter_184b9f1a90081e0ffeedc112c6431d9c_Talk.svg"
"Scatter","scatter","184b9f1a90081e0ffeedc112c6431d9c","Text",13,17,"10,9,15,17,4,12,16,14,18,2,6,7,1,8,5,11,13,3,20,19","SC_scatter_184b9f1a90081e0ffeedc112c6431d9c_Text.svg"
"Scatter","scatter","189c61f200c3520ee45009701c11152a","Highlight",16,5,"11,20,19,6,16,12,8,5,15,17,18,13,10,4,3,2,7,1,9,14","SC_scatter_189c61f200c3520ee45009701c11152a_Highlight.svg"
"Scatter","scatter","189c61f200c3520ee45009701c11152a","Talk",16,2,"6,16,14,9,3,4,17,1,19,5,8,11,12,20,7,13,10,2,15,18","SC_scatter_189c61f200c3520ee45009701c11152a_Talk.svg"
"Scatter","scatter","189c61f200c3520ee45009701c11152a","Text",16,15,"14,2,13,9,1,15,6,4,17,5,20,3,10,11,16,12,19,8,7,18","SC_scatter_189c61f200c3520ee45009701c11152a_Text.svg"
"Scatter","scatter","3d689aa117d70559b73fe8398f1a44c6","Highlight",1,10,"16,19,5,6,4,8,15,18,7,1,14,3,11,2,10,12,17,13,9,20","SC_scatter_3d689aa117d70559b73fe8398f1a44c6_Highlight.svg"
"Scatter","scatter","3d689aa117d70559b73fe8398f1a44c6","Talk",1,6,"13,18,4,12,5,1,20,10,9,2,6,3,19,7,11,16,15,14,8,17","SC_scatter_3d689aa117d70559b73fe8398f1a44c6_Talk.svg"
"Scatter","scatter","3d689aa117d70559b73fe8398f1a44c6","Text",1,20,"12,6,18,7,20,14,15,9,10,4,2,8,5,17,16,11,13,19,3,1","SC_scatter_3d689aa117d70559b73fe8398f1a44c6_Text.svg"
"Scatter","scatter","3df0bf67267a04243730b6bea6242535","Highlight",20,12,"13,3,15,11,17,18,12,19,5,14,7,20,2,1,16,4,6,8,9,10","SC_scatter_3df0bf67267a04243730b6bea6242535_Highlight.svg"
"Scatter","scatter","3df0bf67267a04243730b6bea6242535","Talk",20,17,"19,5,11,7,9,16,6,10,8,15,12,2,17,3,14,18,20,4,1,13","SC_scatter_3df0bf67267a04243730b6bea6242535_Talk.svg"
"Scatter","scatter","3df0bf67267a04243730b6bea6242535","Text",20,4,"11,15,14,20,13,6,19,4,16,2,8,12,1,10,7,9,18,5,3,17","SC_scatter_3df0bf67267a04243730b6bea6242535_Text.svg"
"Scatter","scatter","47748c8978f11fc269bed62ca7f6a4d3","Highlight",9,15,"13,19,8,17,4,10,3,6,14,12,16,5,18,2,9,11,7,1,20,15","SC_scatter_47748c8978f11fc269bed62ca7f6a4d3_Highlight.svg"
"Scatter","scatter","47748c8978f11fc269bed62ca7f6a4d3","Talk",9,10,"12,3,2,11,20,8,14,16,5,9,18,4,13,1,6,7,17,10,19,15","SC_scatter_47748c8978f11fc269bed62ca7f6a4d3_Talk.svg"
"Scatter","scatter","47748c8978f11fc269bed62ca7f6a4d3","Text",9,19,"5,8,18,1,15,19,3,14,16,17,13,12,7,11,10,20,2,4,9,6","SC_scatter_47748c8978f11fc269bed62ca7f6a4d3_Text.svg"
"Scatter","scatter","6a72b42ba970ea6798a886761baf324f","Highlight",17,2,"12,17,16,7,14,18,2,4,15,6,9,8,10,1,20,11,3,5,19,13","SC_scatter_6a72b42ba970ea6798a886761baf324f_Highlight.svg"
"Scatter","scatter","6a72b42ba970ea6798a886761baf324f","Talk",17,5,"1,11,4,14,17,19,13,16,20,10,6,2,18,9,7,8,5,12,15,3","SC_scatter_6a72b42ba970ea6798a886761baf324f_Talk.svg"
"Scatter","scatter","6a72b42ba970ea6798a886761baf324f","Text",17,16,"5,15,18,2,12,1,19,8,10,13,9,16,14,6,3,17,7,20,4,11","SC_scatter_6a72b42ba970ea6798a886761baf324f_Text.svg"
"Scatter","scatter","6d411bb5d0d26fd3a2d16ae1b8b4445b","Highlight",1,2,"6,1,2,3,17,15,18,5,20,7,8,11,14,19,12,16,13,9,4,10","SC_scatter_6d411bb5d0d26fd3a2d16ae1b8b4445b_Highlight.svg"
"Scatter","scatter","6d411bb5d0d26fd3a2d16ae1b8b4445b","Talk",1,18,"9,2,15,8,17,5,13,11,6,18,14,4,10,3,7,20,12,1,16,19","SC_scatter_6d411bb5d0d26fd3a2d16ae1b8b4445b_Talk.svg"
"Scatter","scatter","6d411bb5d0d26fd3a2d16ae1b8b4445b","Text",1,8,"16,3,17,8,18,12,7,1,15,20,9,19,2,13,11,4,6,5,14,10","SC_scatter_6d411bb5d0d26fd3a2d16ae1b8b4445b_Text.svg"
"Scatter","scatter","7ff3391e264e98652cdb6eb8b85088c4","Highlight",10,9,"8,4,19,13,12,16,14,11,10,1,2,5,20,17,7,3,9,6,15,18","SC_scatter_7ff3391e264e98652cdb6eb8b85088c4_Highlight.svg"
"Scatter","scatter","7ff3391e264e98652cdb6eb8b85088c4","Talk",10,19,"13,17,12,5,18,11,14,9,8,6,4,1,15,7,20,3,2,19,10,16","SC_scatter_7ff3391e264e98652cdb6eb8b85088c4_Talk.svg"
"Scatter","scatter","7ff3391e264e98652cdb6eb8b85088c4","Text",10,20,"20,7,19,11,2,6,1,9,3,16,4,12,18,8,13,14,5,17,15,10","SC_scatter_7ff3391e264e98652cdb6eb8b85088c4_Text.svg"
"Scatter","scatter","8012cc5c1e8c712893cc2a9a040c11b1","Highlight",13,6,"8,9,10,14,3,13,15,5,2,4,20,6,18,7,1,17,19,16,11,12","SC_scatter_8012cc5c1e8c712893cc2a9a040c11b1_Highlight.svg"
"Scatter","scatter","8012cc5c1e8c712893cc2a9a040c11b1","Talk",13,18,"1,18,11,9,3,10,6,2,19,16,17,12,20,8,7,15,5,13,4,14","SC_scatter_8012cc5c1e8c712893cc2a9a040c11b1_Talk.svg"
"Scatter","scatter","8012cc5c1e8c712893cc2a9a040c11b1","Text",13,5,"16,7,3,19,13,4,5,8,10,6,2,17,14,15,18,20,9,11,1,12","SC_scatter_8012cc5c1e8c712893cc2a9a040c11b1_Text.svg"
"Scatter","scatter","87f34b01f1fce217b6c33e04da081ed0","Highlight",12,4,"7,16,2,12,4,1,18,17,13,11,3,20,9,8,10,15,14,19,6,5","SC_scatter_87f34b01f1fce217b6c33e04da081ed0_Highlight.svg"
"Scatter","scatter","87f34b01f1fce217b6c33e04da081ed0","Talk",12,13,"18,15,19,3,14,10,1,17,13,9,7,5,12,6,2,16,4,20,11,8","SC_scatter_87f34b01f1fce217b6c33e04da081ed0_Talk.svg"
"Scatter","scatter","87f34b01f1fce217b6c33e04da081ed0","Text",12,15,"1,11,13,4,9,2,6,10,17,5,18,7,20,19,12,8,14,16,3,15","SC_scatter_87f34b01f1fce217b6c33e04da081ed0_Text.svg"
"Scatter","scatter","8ad2ea6719790c191cedf1038d3cbca5","Highlight",10,10,"2,6,3,5,18,7,9,12,16,10,19,17,14,13,15,1,8,11,4,20","SC_scatter_8ad2ea6719790c191cedf1038d3cbca5_Highlight.svg"
"Scatter","scatter","8ad2ea6719790c191cedf1038d3cbca5","Talk",10,12,"6,12,11,9,18,15,8,20,16,3,19,10,17,1,5,7,4,13,14,2","SC_scatter_8ad2ea6719790c191cedf1038d3cbca5_Talk.svg"
"Scatter","scatter","8ad2ea6719790c191cedf1038d3cbca5","Text",10,19,"3,15,4,16,1,5,7,11,20,8,17,13,19,18,9,14,6,12,10,2","SC_scatter_8ad2ea6719790c191cedf1038d3cbca5_Text.svg"
"Scatter","scatter","a3df7e1ea7711045cd8ec20ae87aa787","Highlight",13,10,"1,3,2,4,6,14,5,12,10,13,15,9,19,7,18,8,17,16,11,20","SC_scatter_a3df7e1ea7711045cd8ec20ae87aa787_Highlight.svg"
"Scatter","scatter","a3df7e1ea7711045cd8ec20ae87aa787","Talk",13,4,"7,17,15,13,4,20,2,18,12,11,6,19,8,16,1,9,3,14,10,5","SC_scatter_a3df7e1ea7711045cd8ec20ae87aa787_Talk.svg"
"Scatter","scatter","a3df7e1ea7711045cd8ec20ae87aa787","Text",13,20,"7,11,9,2,16,6,19,20,14,18,1,4,3,8,15,17,10,5,12,13","SC_scatter_a3df7e1ea7711045cd8ec20ae87aa787_Text.svg"
"Scatter","scatter","b79bc1a0fdbb69edc87fe34883a066d6","Highlight",12,15,"14,7,20,1,17,15,5,11,10,6,18,3,16,19,12,8,9,2,13,4","SC_scatter_b79bc1a0fdbb69edc87fe34883a066d6_Highlight.svg"
"Scatter","scatter","b79bc1a0fdbb69edc87fe34883a066d6","Talk",12,8,"10,16,14,8,7,4,18,12,19,20,2,9,11,15,13,5,6,17,1,3","SC_scatter_b79bc1a0fdbb69edc87fe34883a066d6_Talk.svg"
"Scatter","scatter","b79bc1a0fdbb69edc87fe34883a066d6","Text",12,12,"14,5,6,17,2,1,9,20,11,7,13,12,10,16,18,4,8,15,3,19","SC_scatter_b79bc1a0fdbb69edc87fe34883a066d6_Text.svg"
"Scatter","scatter","d14de6e8946c29750256921ce0462931","Highlight",15,14,"2,8,12,13,7,9,11,14,1,4,5,17,10,15,3,16,18,6,20,19","SC_scatter_d14de6e8946c29750256921ce0462931_Highlight.svg"
"Scatter","scatter","d14de6e8946c29750256921ce0462931","Talk",15,12,"7,16,19,9,8,20,2,5,10,14,6,15,12,4,1,13,17,11,18,3","SC_scatter_d14de6e8946c29750256921ce0462931_Talk.svg"
"Scatter","scatter","d14de6e8946c29750256921ce0462931","Text",15,16,"7,2,14,20,3,13,18,16,19,8,10,5,4,17,12,15,1,11,6,9","SC_scatter_d14de6e8946c29750256921ce0462931_Text.svg"
"Scatter","scatter","d5c6dd039c67d2cb6771b22aa1c6aaac","Highlight",1,10,"8,17,12,15,20,10,11,6,16,1,3,14,19,4,9,13,5,7,2,18","SC_scatter_d5c6dd039c67d2cb6771b22aa1c6aaac_Highlight.svg"
"Scatter","scatter","d5c6dd039c67d2cb6771b22aa1c6aaac","Talk",1,2,"14,1,6,2,15,18,8,19,7,9,13,17,16,11,10,20,12,4,3,5","SC_scatter_d5c6dd039c67d2cb6771b22aa1c6aaac_Talk.svg"
"Scatter","scatter","d5c6dd039c67d2cb6771b22aa1c6aaac","Text",1,1,"1,14,10,16,12,19,20,8,11,17,6,9,18,3,2,15,13,5,4,7","SC_scatter_d5c6dd039c67d2cb6771b22aa1c6aaac_Text.svg"
"Scatter","scatter","e079c7c97296f2c777bede60f7d1c5b7","Highlight",14,6,"3,4,5,2,18,14,1,12,17,6,9,10,11,15,16,7,13,19,8,20","SC_scatter_e079c7c97296f2c777bede60f7d1c5b7_Highlight.svg"
"Scatter","scatter","e079c7c97296f2c777bede60f7d1c5b7","Talk",14,11,"20,19,6,15,16,18,1,7,3,9,14,8,12,11,17,2,4,13,5,10","SC_scatter_e079c7c97296f2c777bede60f7d1c5b7_Talk.svg"
"Scatter","scatter","e079c7c97296f2c777bede60f7d1c5b7","Text",14,1,"14,19,12,16,7,1,6,9,17,4,5,8,3,2,13,20,11,18,15,10","SC_scatter_e079c7c97296f2c777bede60f7d1c5b7_Text.svg"
"Scatter","scatter","e76b7c0648df04a607dd2361131db45f","Highlight",18,13,"1,4,12,6,13,16,9,3,2,11,17,10,18,14,15,5,19,20,8,7","SC_scatter_e76b7c0648df04a607dd2361131db45f_Highlight.svg"
"Scatter","scatter","e76b7c0648df04a607dd2361131db45f","Talk",18,17,"14,2,1,15,19,6,10,13,7,4,5,11,3,17,12,9,18,8,20,16","SC_scatter_e76b7c0648df04a607dd2361131db45f_Talk.svg"
"Scatter","scatter","e76b7c0648df04a607dd2361131db45f","Text",18,14,"6,4,17,11,14,19,10,2,12,8,3,7,9,18,5,16,13,1,15,20","SC_scatter_e76b7c0648df04a607dd2361131db45f_Text.svg"
"Scatter","scatter","f28e70dc6b7365974b49d253cdd85363","Highlight",12,16,"5,2,7,1,19,17,13,9,8,18,16,6,15,3,20,12,4,10,11,14","SC_scatter_f28e70dc6b7365974b49d253cdd85363_Highlight.svg"
"Scatter","scatter","f28e70dc6b7365974b49d253cdd85363","Talk",12,20,"20,16,4,3,15,19,2,11,9,18,10,14,17,5,6,7,13,8,1,12","SC_scatter_f28e70dc6b7365974b49d253cdd85363_Talk.svg"
"Scatter","scatter","f28e70dc6b7365974b49d253cdd85363","Text",12,1,"12,8,2,17,11,16,6,20,4,10,15,18,5,9,14,19,3,7,13,1","SC_scatter_f28e70dc6b7365974b49d253cdd85363_Text.svg"
